,user_id,product_id,rating,product_name_x,cmt_date,shop_id,variation_x,product_quality,processed_comment
74,74,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-14 10:29:59,0,Simple,5.0,công_dụng ok mùi dành cho da nhạy_cảm giao hàng nhanh đóng_gói kĩ
75,75,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-11-30 05:56:27,0,Simple,5.0,mùi hương k mùi dành cho da mọi loại da công_dụng làm đẹp sản_phẩm giúp cho làn da sạch bụi bẩn không chứa phẩm màu nhân_tạo xà_phòng sản_phẩm được đóng_gói rất chắc_chắn giao hàng rất nhanh sẽ ghé shop vào lần mua hàng tới smiling_face_with_heart eyes
76,76,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-13 10:18:52,0,Simple,5.0,mùi thường dành cho da_da nào cũng đc công_dụng làm diệu da giao hành nhanh đóng_gói bình_thường
77,77,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-08 07:13:04,0,Simple,5.0,công_dụng rửa mặt mùi dành cho da tất_cả 10 d sẽ ủng_hộ shop
78,78,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-04 02:14:27,0,Simple,5.0,giao đầy_đủ sản_phẩm chưa dùng nên cũng ko rõ hình_ảnh chỉ mang tính_chất nhận xu
79,79,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-11 06:42:21,0,Simple,5.0,công_dụng tot luoj vip mùi nhe dành cho da hon hop nfon lanh cainh dao xao rau muong hihigi
80,80,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-10 07:46:51,0,Simple,5.0,mùi nhẹ không wá nồng dành cho da_da mụn công_dụng làm sạch da mặt giao rất là nhanh nha mn 2 3 ngày là giao rồi kissing_face_with_closed_eyes anh shoper thân_thiện hòa_đồng kissing_cat chưa sử_dụng sản_phẩm nên chưa biết face_with_tears_of_joy nói_chung là rất đáng tiền mọi người nên mua nha
81,81,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-11-23 16:23:47,0,Simple,5.0,những tháng đầu_thai kì nên lưu_ý gì học cách làm mẹ xem cách chữa dạ_dày
82,82,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-10 05:26:22,0,Simple,5.0,
83,83,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-11-26 03:57:25,0,Simple,5.0,dành cho da tốt công_dụng tốt mùi shop tư_vấn nhiệt_tình giao hàng nhanh sp ổn hình_ảnh chỉ mang tính_chất minh_họa
84,84,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-11-30 01:19:47,0,Simple,5.0,hình_ảnh chỉ mang tính_chất nhận xu sản_phẩm đóng_gói cẩn_thận
85,85,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-01 03:28:04,0,Simple,5.0,mùi dành cho da binh thuong công_dụng lam sach da sp tốt chat lượng nên mua nha mn
86,86,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-04 04:00:22,0,Simple,5.0,dành cho da hong có bic công_dụng rửa mặt mùi nhẹ lắm mình ngửi hong ra mùi nhẹ mà hình_như không mùi bọt ít dành cho mí bạn da nhạy_cảm hoặc muốn 1 sp rửa mặt nhẹ_nhàng
87,87,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-05 16:02:05,0,Simple,5.0,mùi dành cho da bình_thường công_dụng rửa mặt đóng_gói cẩn_thận giao hàng nhanh hình_ảnh chỉ mang tính_chất nhận xu
88,88,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-05 13:26:36,0,Simple,5.0,dành cho da bh công_dụng ji mùi fuji chán đi chợ về vn gvdfvy và cũng
89,89,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-11-15 14:45:03,0,Simple,5.0,công_dụng ổn mùi có mùi gói hàng về khá móp bên ngoài bên trong có bọc chống sốc cẩn_thận tuy_nhiên mở ra hơi mùi thật_sự là thum_thủm không nồng nhưng rất khó_chịu mình phải đem đi rửa ngoài chai có tem nhãn cẩn_thận dạng gel trong không mùi tạo ít bọt rửa xong sạch da rất nhẹ_nhàng da mềm mịn hơn có hơi khô da nhưng không nhiều vẫn giữ một_chút ẩm đúng là có cảm_giác sạch thoáng 9 5 10
90,90,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-11-28 11:56:55,0,Simple,5.0,sữa rửa mặt simple lành_tính sạch thoáng cho da nhạy_cảm chứa x2 vitamin b5 vitamin e và pro amino acids giu p la m sạch da hiệu_quả cuốn_đi chất nhờn bụi bẩn và các tạp_chất khác và không gây kích ứng cho da mềm mịn đồng_thời mang lại cảm_giác tươi_mát và sạch thoáng cho da
91,91,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-01 10:16:47,0,Simple,5.0,sữa rửa mặt sạch thơm ngon hấp được sự quan_trọng của việc gì đó rất
92,92,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-03 16:06:15,0,Simple,5.0,hàng đẹp giao khoảng 2 ngày nhưng chất_lượng thì 10 mn nên sd
93,93,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-01 11:52:29,0,Simple,5.0,công rửa xong da rất mịn mùi hương ko mùi sạch dầu mịn da sản_phẩm rất oke nha mọi thân_thiện giao hàng rất nhanh smiling_face_with_hearts
94,94,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-02 08:44:43,0,Simple,5.0,sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh lắm nha
95,95,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-01 08:31:32,0,Simple,5.0,công_dụng tốt mùi dành cho da mọi loại da đặc_biệt da nhạy_cảm giao hàng nhanh_chóng sản_phẩm ok
96,96,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-02 18:48:44,0,Simple,5.0,công_dụng rửa mặt mùi dành cho da được 10 điểm
97,97,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-11-30 01:42:46,0,Simple,5.0,công_dụng rửa mặt mùi mùi dành cho da tất_cả loại da sản_phẩm xuất_chúng dùng rất thích phù_hợp với da mình
98,98,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-01 14:00:04,0,Simple,5.0,công_dụng làm sạch mùi ok dành cho da mọi loại da không đc tặng nên hơi buồn thoi
99,99,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-11-27 14:20:01,0,Simple,5.0,giao hàng nhanh lắm mới đặt hôm_qua mà hôm_nay nhận hàng được rồi_đây là lần t2 mik mua của shop rồi rất ưng nha
